"","ASS.1","ASS.2","BET.1","BET.2","ASPL.1","ASPL.2","CC.1","CC.2","DEG.1","DEG.2","MIN.1","MIN.2","MAX.1","MAX.2","SD.1","SD.2","MT3.1","MT3.2","MT4.1","MT4.2","CLASS"
"76",-0.0665694761677975,-0.27699530516432,37.2222222222222,0.619047619047619,2.20071684587814,61.9088581669227,0.163162705667276,0,8.6984126984127,1.07936507936508,3,1,6,43,4.22601360483177,1.53771497108836,1950,9,17663,5,"i_gpI"
"77",0.000660352128653221,0.173878908234425,29.609375,22.5,1.93998015873016,51.4955357142857,0.191019244476123,0,12.6875,2.6875,4,4,21,21,5.35671955999607,2.71313676601662,3673,57,42480,111,"i_gpI"
"78",0.0655658908830201,-0.362927950945325,37.1451612903226,2.14516129032258,2.21787414066631,59.4251718667372,0.16495306213679,0,9.03225806451613,1.51612903225806,35,7,3,18,4.85854913894978,2.08619141164673,1991,22,18381,21,"i_gpI"
"79",0.0236786500499902,0.350582611293696,36.953125,6.59375,2.17311507936508,59.6155753968254,0.151629072681704,0,9.46875,1.625,50,1,22,22,4.66996057221383,2.20028858136151,2152,22,20227,29,"i_gpI"
"80",0.0135867127266672,0.00549585317797264,30.7142857142857,52.1269841269841,1.99078341013825,31.4434203789042,0.200878155872667,0.0212765957446809,13.015873015873,4.31746031746032,63,16,53,53,5.64684343308795,3.73227162871309,3156,139,34076,367,"i_gpI"
"81",0.00288360390360551,-0.101122432658745,32.984375,31.765625,2.04712301587302,46.2896825396825,0.200707098177862,0.0333333333333333,11.8125,2.78125,58,5,21,21,6.10457803749555,3.19458246768762,3185,88,34883,226,"i_gpI"
"82",0.183673698725035,-0.102479513334477,41.968253968254,5.74603174603175,2.35381464413722,55.0583717357911,0.227642276422764,0.288770053475936,9.80952380952381,3.71428571428571,8,3,5,5,10.3781052762257,7.89329762934591,1878,151,17253,561,"i_gpI"
"83",0.280174797073835,0.0758442141520972,35.5079365079365,10.7142857142857,2.14541730670763,49.5360983102919,0.288842231553689,0.354545454545455,13.0793650793651,5.84126984126984,49,12,2,2,14.6224546583511,12.4281241275277,2692,252,27857,1098,"i_gpI"
"84",0.382275434927865,0.273392190965544,38.1269841269841,13.6507936507937,2.22990271377368,48.4562211981567,0.290385237941081,0.478260869565217,14.7301587301587,8.12698412698413,17,8,6,6,20.8173364082845,18.6136370953959,2491,235,24909,916,"i_gpI"
"85",-0.142736160620038,-0.242171189979123,39.75,0.375,2.26190476190476,62.7619047619048,0.125,0,8.53125,1.40625,17,5,10,9,4.34602080360838,1.63025706415832,1848,13,16659,6,"i_gpI"
"86",-0.00507055991877715,-0.479851783232978,36.8125,0.734375,2.16865079365079,62.3670634920635,0.182167563412759,0,9.46875,1.40625,64,4,2,1,4.79738271898136,1.98181214172266,2286,20,22107,16,"i_gpI"
"87",0.101580900372343,0.104838709677419,42.09375,12.125,2.33630952380952,57.7911706349206,0.144912641315519,0,8.375,1.5625,18,1,10,9,5.26292814870322,2.46804980526525,1758,27,15656,37,"i_gpI"
"88",0.13605117090523,-0.000932203301381123,31.0344827586207,11.2241379310345,2.08892921960073,44.2558983666062,0.231664315937941,0.133333333333333,12,4.6551724137931,30,3,20,20,11.9663270244524,8.88434800328286,2398,164,24771,665,"i_gpI"
"89",0.00247291726732841,-0.0566567533651372,14.5625,6.09375,1.93951612903226,20.5181451612903,0.484777517564403,0.48936170212766,15.5625,10.875,11,11,1,1,18.6978306487074,16.7037758914641,867,190,5485,677,"i_gpI"
